id,dataset,split,image_path,question,correct_answer,question_type,option_a,option_b,option_c,option_d,correct_label,language,options
pathvqa_011035,pathvqa,train,pathvqa_011035.jpg,is genetic analysis of cancers being utilized to identify mutations that can be targeted by drugs?,yes,Yes/No,adrenal,"5.6cm focal, predominantly hypodense",skin,yes,D,english,"A) adrenal B) 5.6cm focal, predominantly hypodense C) skin D) yes"
pathvqa_011041,pathvqa,train,pathvqa_011041.jpg,does the intervening dermal soft tissue show bright fibres of silica?,no,Yes/No,gastrointestinal,yes,no,shortening and blunting of the villi,C,english,A) gastrointestinal B) yes C) no D) shortening and blunting of the villi
pathvqa_011063,pathvqa,train,pathvqa_011063.jpg,are islands of invading malignant squamous cells seen?,yes,Yes/No,no,yes,Pulmonary Mass,no,B,english,A) no B) yes C) Pulmonary Mass D) no
pathvqa_011067,pathvqa,train,pathvqa_011067.jpg,are a few well-developed cell nests with keratinisation evident?,yes,Yes/No,yes,Yes,anterior cerebrum,Chest,A,english,A) yes B) Yes C) anterior cerebrum D) Chest
pathvqa_011084,pathvqa,train,pathvqa_011084.jpg,how are the individual tumour cells?,small,How,small,yes,Head,"Right Lung, Left",A,english,"A) small B) yes C) Head D) Right Lung, Left"
pathvqa_011114,pathvqa,train,pathvqa_011114.jpg,are remodelled bone ends ; the external callus present in sporangia as well as are intermingled in the inflammatory cell infiltrate?,no,Yes/No,Lung,Lung,no,yes,C,english,A) Lung B) Lung C) no D) yes
pathvqa_011122,pathvqa,train,pathvqa_011122.jpg,what are variable-sized?,blood vessels,What,0,blood vessels,joints,cystic lesions,B,english,A) 0 B) blood vessels C) joints D) cystic lesions
pathvqa_011126,pathvqa,train,pathvqa_011126.jpg,is the circle shown with red line absence of elastic tissue?,no,Yes/No,Yes,tumour,yes,no,D,english,A) Yes B) tumour C) yes D) no
pathvqa_011167,pathvqa,train,pathvqa_011167.jpg,what are epithelial follicles composed of?,central area of stellate cells and peripheral layer of cuboidal or columnar cells,What,no,central area of stellate cells and peripheral layer of cuboidal or columnar cells,no,extremities,B,english,A) no B) central area of stellate cells and peripheral layer of cuboidal or columnar cells C) no D) extremities
pathvqa_011176,pathvqa,train,pathvqa_011176.jpg,do a few areas show central cystic change?,yes,Yes/No,tumour,yes,"Pay attention to dietary hygiene, strengthen physical fitness and avoid brain trauma",Lung,B,english,"A) tumour B) yes C) Pay attention to dietary hygiene, strengthen physical fitness and avoid brain trauma D) Lung"
pathvqa_011183,pathvqa,train,pathvqa_011183.jpg,"what is comprised of ducts, acini, tubules, sheets and strands of cuboidal and myoepithelial cells?",epithelial element,What,yes,heart,Abdomen,epithelial element,D,english,A) yes B) heart C) Abdomen D) epithelial element
pathvqa_011198,pathvqa,train,pathvqa_011198.jpg,is sectioned surface of the lung a concentric circumferential thickening in the middle causing narrowing of the lumen?,no,Yes/No,no,skin,yes,due to nephrolithiasis,A,english,A) no B) skin C) yes D) due to nephrolithiasis
pathvqa_011220,pathvqa,train,pathvqa_011220.jpg,"where does the photomicrograph show necrotic debris, ulceration and inflammation on the mucosal surface?",on right,Where,no,liver,yes,on right,D,english,A) no B) liver C) yes D) on right
pathvqa_011245,pathvqa,train,pathvqa_011245.jpg,is line of demarcation between gangrenous segment and the viable bowel desmoplastic?,no,Yes/No,Yes,no,neuronal intranuclear inclusions containing tdp43,due to polycystic kidney,B,english,A) Yes B) no C) neuronal intranuclear inclusions containing tdp43 D) due to polycystic kidney
pathvqa_011253,pathvqa,train,pathvqa_011253.jpg,does the silicotic nodule separate infarcted area from the normal bowel?,no,Yes/No,yes,no,yes,0,B,english,A) yes B) no C) yes D) 0
pathvqa_011274,pathvqa,train,pathvqa_011274.jpg,are the haustral folds lost giving 'garden-hose appearance '?,yes,Yes/No,yes,Lower Right Lung,no,no,A,english,A) yes B) Lower Right Lung C) no D) no
pathvqa_011291,pathvqa,train,pathvqa_011291.jpg,did broad base contain necrotic tissue?,yes,Other,endocrine,dwi,endocrine,yes,D,english,A) endocrine B) dwi C) endocrine D) yes
pathvqa_011292,pathvqa,train,pathvqa_011292.jpg,did the wall of the stomach in the region of pyloric canal contain necrotic tissue?,no,Other,Yes,yes,the cell membrane and the extracellular matrix proteins,no,D,english,A) Yes B) yes C) the cell membrane and the extracellular matrix proteins D) no
pathvqa_011298,pathvqa,train,pathvqa_011298.jpg,what is there with reduction in their height?,shortening and blunting of the villi,What,six,shortening and blunting of the villi,no,Yes,B,english,A) six B) shortening and blunting of the villi C) no D) Yes
pathvqa_011321,pathvqa,train,pathvqa_011321.jpg,is the mucosal surface straddled with multiple polyoid structures of varying sizes many of which are pedunculated?,yes,Yes/No,Yes,yes,adrenal,skin,B,english,A) Yes B) yes C) adrenal D) skin
pathvqa_011333,pathvqa,train,pathvqa_011333.jpg,is the apex grey-white and fleshy due to infiltration by the tumour?,no,Yes/No,Yes,no,yes,oral,B,english,A) Yes B) no C) yes D) oral
pathvqa_011336,pathvqa,train,pathvqa_011336.jpg,what is termed the classical lobule?,central vein and peripheral 4 to 5 portal triads,What,central vein and peripheral 4 to 5 portal triads,No,1,Pelvic Cavity,A,english,A) central vein and peripheral 4 to 5 portal triads B) No C) 1 D) Pelvic Cavity
pathvqa_011337,pathvqa,train,pathvqa_011337.jpg,what is the hexagonal or pyramidal structure with central vein and peripheral 4 to 5 portal triads termed?,classical lobule,What,by a lack of triphenyltetrazolium chloride staining in areas of necrosis,yes,classical lobule,no,C,english,A) by a lack of triphenyltetrazolium chloride staining in areas of necrosis B) yes C) classical lobule D) no
pathvqa_011339,pathvqa,train,pathvqa_011339.jpg,is the number of layers termed the classical lobule?,no,Yes/No,nervous,no,increased demand and used for haemoglobin synthesis,T1,B,english,A) nervous B) no C) increased demand and used for haemoglobin synthesis D) T1
pathvqa_011344,pathvqa,train,pathvqa_011344.jpg,are the atypical dysplastic squamous cells shown by circles?,no,Yes/No,no,oral,Yes,respiratory,A,english,A) no B) oral C) Yes D) respiratory
pathvqa_011357,pathvqa,train,pathvqa_011357.jpg,how is stillbirth associated?,with a lethal malformation,How,no,the surfaces of the gyri,tracheotomy site,with a lethal malformation,D,english,A) no B) the surfaces of the gyri C) tracheotomy site D) with a lethal malformation
pathvqa_011380,pathvqa,train,pathvqa_011380.jpg,what is composed of whitish membrane resembling the membrane of a hard boiled egg?,cyst wall,What,no,cyst wall,axial,hematologic,B,english,A) no B) cyst wall C) axial D) hematologic
pathvqa_011385,pathvqa,train,pathvqa_011385.jpg,what are most of the hepatocytes distended with?,large lipid vacuoles with peripherally displaced nuclei,What,Both,large lipid vacuoles with peripherally displaced nuclei,invasive carcinoma of the cervix common gross appearance,endocrine,B,english,A) Both B) large lipid vacuoles with peripherally displaced nuclei C) invasive carcinoma of the cervix common gross appearance D) endocrine
pathvqa_011423,pathvqa,train,pathvqa_011423.jpg,is atrophy associated with severe internal anomalies such as maldevelopment of the brain and cardiac defects in almost all cases?,no,Yes/No,Right Lobe,oil immersion wrights typical cell,no,Head,C,english,A) Right Lobe B) oil immersion wrights typical cell C) no D) Head
pathvqa_011476,pathvqa,train,pathvqa_011476.jpg,is epra bacilli in ll seen in fite-faraco enlarged in size and weight?,no,Yes/No,miliary,"rounded, well-defined pulmonary nodules varying in size and pattern",no,4,C,english,"A) miliary B) rounded, well-defined pulmonary nodules varying in size and pattern C) no D) 4"
pathvqa_011477,pathvqa,train,pathvqa_011477.jpg,what shows tiny petechial haemorrhages visible through the capsule?,cortex,What,stomach,extremities,acute inflammation,cortex,D,english,A) stomach B) extremities C) acute inflammation D) cortex
pathvqa_011481,pathvqa,train,pathvqa_011481.jpg,does bilayer lipid membrane show tiny petechial haemorrhages visible through the capsule?,no,Yes/No,thymus,yes,no,skin,C,english,A) thymus B) yes C) no D) skin
pathvqa_011491,pathvqa,train,pathvqa_011491.jpg,what show cytoplasmic?,tubules,What,no,Right,no,tubules,D,english,A) no B) Right C) no D) tubules
pathvqa_011494,pathvqa,train,pathvqa_011494.jpg,what are there in the figure?,no deposits,What,no deposits,Symmetrical to the bone marrow,Lung,immunofluorescence,A,english,A) no deposits B) Symmetrical to the bone marrow C) Lung D) immunofluorescence
pathvqa_011497,pathvqa,train,pathvqa_011497.jpg,is the apex normal?,no,Yes/No,endocrine system,gastrointestinal,yes,no,D,english,A) endocrine system B) gastrointestinal C) yes D) no
pathvqa_011512,pathvqa,train,pathvqa_011512.jpg,"is the cause of reversible injury at the right, in the specimen shown?",no,Yes/No,in heart,lung,No,no,D,english,A) in heart B) lung C) No D) no
pathvqa_011526,pathvqa,train,pathvqa_011526.jpg,how are blood vessels in the interstitium?,hyalinised and thickened,How,endocrine system,yes,gastrointestinal,hyalinised and thickened,D,english,A) endocrine system B) yes C) gastrointestinal D) hyalinised and thickened
pathvqa_011544,pathvqa,train,pathvqa_011544.jpg,are trophozoites of entamoeba histolytica dilated?,no,Yes/No,no,gastrointestinal system,a close-up view of,yes,A,english,A) no B) gastrointestinal system C) a close-up view of D) yes
pathvqa_011578,pathvqa,train,pathvqa_011578.jpg,what is the kidney enlarged in?,size and weight,What,endocrine system,size and weight,Right,due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery,B,english,A) endocrine system B) size and weight C) Right D) due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
pathvqa_011584,pathvqa,train,pathvqa_011584.jpg,does the peripheral zone show characteristic 'flea bitten kidney ' due to tiny petechial haemorrhages on the surface?,no,Yes/No,skin,external view of bilateral cystic ovarian tumors with uterus slide labeled cystadenocarcinoma malignancy,no,with hairy cytoplasmic projections,C,english,A) skin B) external view of bilateral cystic ovarian tumors with uterus slide labeled cystadenocarcinoma malignancy C) no D) with hairy cytoplasmic projections
pathvqa_011612,pathvqa,train,pathvqa_011612.jpg,what does the congested portion of the ileum correspond to?,areas of hemorrhagic infarction and transmural necrosis,What,no,no,areas of hemorrhagic infarction and transmural necrosis,joints,C,english,A) no B) no C) areas of hemorrhagic infarction and transmural necrosis D) joints
pathvqa_011625,pathvqa,train,pathvqa_011625.jpg,is the deposition composed of fine and delicate fibrous tissue?,no,Yes/No,no,yes,cardiovascular,Mandible,A,english,A) no B) yes C) cardiovascular D) Mandible
pathvqa_011628,pathvqa,train,pathvqa_011628.jpg,do clear cells predominate in the tumour while the stroma is composed of fine and delicate fibrous tissue?,yes,Yes/No,no,downs syndrome,no,yes,D,english,A) no B) downs syndrome C) no D) yes
pathvqa_011632,pathvqa,train,pathvqa_011632.jpg,does rest of the kidney have reniform contour?,yes,Yes/No,yes,T1,X-Ray,no,A,english,A) yes B) T1 C) X-Ray D) no
pathvqa_011646,pathvqa,train,pathvqa_011646.jpg,how does the sectioned surface show replacement of almost whole kidney?,by the tumour leaving a thin strip of compressed renal tissue at lower end,How,hematologic,Head,by the tumour leaving a thin strip of compressed renal tissue at lower end,cardiovascular,C,english,A) hematologic B) Head C) by the tumour leaving a thin strip of compressed renal tissue at lower end D) cardiovascular
pathvqa_011655,pathvqa,train,pathvqa_011655.jpg,how is microscopic appearance of normal testis contrasted?,with that of cryptorchid testis,How,Yes,endocrine,with that of cryptorchid testis,no,C,english,A) Yes B) endocrine C) with that of cryptorchid testis D) no
pathvqa_011656,pathvqa,train,pathvqa_011656.jpg,"does an infarct in the brain show functional effects without any gross or light microscopic changes, or reversible changes such as cellular swelling and fatty change (shown here)?",no,Yes/No,no,Yes,Yes,Chest,A,english,A) no B) Yes C) Yes D) Chest
pathvqa_011673,pathvqa,train,pathvqa_011673.jpg,is the testis enlarged but without distorting its contour?,yes,Yes/No,yes,Yes,no,urinary,A,english,A) yes B) Yes C) no D) urinary
pathvqa_011677,pathvqa,train,pathvqa_011677.jpg,how does sectioned surface show replacement of the entire testis?,by lobulated,How,yes,by lobulated,due to a cyst,Yes,B,english,A) yes B) by lobulated C) due to a cyst D) Yes
pathvqa_011692,pathvqa,train,pathvqa_011692.jpg,how does sectioned surface show replacement of the entire testis?,by variegated mass having grey-white solid areas,How,by variegated mass having grey-white solid areas,lymph node,syncytial knots,no,A,english,A) by variegated mass having grey-white solid areas B) lymph node C) syncytial knots D) no
pathvqa_011715,pathvqa,train,pathvqa_011715.jpg,is line of demarcation between gangrenous segment and the viable bowel hyperplasia of fibromuscular elements?,no,Yes/No,no,yes,spleen,Larynx,A,english,A) no B) yes C) spleen D) Larynx
pathvqa_011721,pathvqa,train,pathvqa_011721.jpg,are iron on absorption from upper small intestine areas of intra-acinar papillary infoldings lined by two layers of epithelium with basal polarity of nuclei?,no,Yes/No,thyroid,cytoplasmic inclusions containing tdp43,no,No,C,english,A) thyroid B) cytoplasmic inclusions containing tdp43 C) no D) No
pathvqa_011766,pathvqa,train,pathvqa_011766.jpg,"what is of a fungating or exophytic, cauliflower-like tumour?",invasive carcinoma of the cervix common gross appearance,What,no,no,yes,invasive carcinoma of the cervix common gross appearance,D,english,A) no B) no C) yes D) invasive carcinoma of the cervix common gross appearance
pathvqa_011777,pathvqa,train,pathvqa_011777.jpg,has the stroma caseating epithelioid cell granulomas having langhans 'giant cells and peripheral layer of lymphocytes?,yes,Other,endocrine system,U-shaped,yes,a large and tan mass,C,english,A) endocrine system B) U-shaped C) yes D) a large and tan mass
pathvqa_011800,pathvqa,train,pathvqa_011800.jpg,how does the stroma show invasion?,by clusters of anaplastic tumour cells,How,Brain,Right,endocrine,by clusters of anaplastic tumour cells,D,english,A) Brain B) Right C) endocrine D) by clusters of anaplastic tumour cells
pathvqa_011801,pathvqa,train,pathvqa_011801.jpg,had the congenital capillary hemangioma at birth after the lesion undergone spontaneous regression?,yes,Abnormality,yes,extremities,gastrointestinal,severe maceration,A,english,A) yes B) extremities C) gastrointestinal D) severe maceration
pathvqa_011802,pathvqa,train,pathvqa_011802.jpg,does the stroma show invasion by clusters of anaplastic tumour cells?,yes,Yes/No,sarcoidosis,yes,gastrointestinal system,right frontal lobe,B,english,A) sarcoidosis B) yes C) gastrointestinal system D) right frontal lobe
pathvqa_011809,pathvqa,train,pathvqa_011809.jpg,what does cut surface show without papillae?,a very large multilocular cyst,What,yes,cardiovascular,a very large multilocular cyst,with many langerhans giant cells,C,english,A) yes B) cardiovascular C) a very large multilocular cyst D) with many langerhans giant cells
pathvqa_011813,pathvqa,train,pathvqa_011813.jpg,what shows presence of loculi containing gelatinous mucoid material?,cyst wall,What,6,Yes,yes,cyst wall,D,english,A) 6 B) Yes C) yes D) cyst wall
pathvqa_011830,pathvqa,train,pathvqa_011830.jpg,what did granulosa cell tumour show?,the shows the characteristic submucosal cambium layer of cells,What,female reproductive system,6,the shows the characteristic submucosal cambium layer of cells,yes,C,english,A) female reproductive system B) 6 C) the shows the characteristic submucosal cambium layer of cells D) yes
pathvqa_011832,pathvqa,train,pathvqa_011832.jpg,did granulosa cell tumour show uniform granulosa cells and numerous rosette-like call-exner bodies containing central amorphous pink material surrounded by granulosa cells?,yes,Object/Condition presence,Pelvic Cavity,yes,no,oral,B,english,A) Pelvic Cavity B) yes C) no D) oral
pathvqa_011834,pathvqa,train,pathvqa_011834.jpg,had the congenital capillary hemangioma at 2 years of age after the lesion undergone spontaneous regression?,yes,Abnormality,other,no,yes,Chest,C,english,A) other B) no C) yes D) Chest
pathvqa_011842,pathvqa,train,pathvqa_011842.jpg,what is characterised by hydropic and avascular enlarged villi with trophoblastic proliferation in the form of masses and sheets?,hydatidiform mole,What,Symmetrical to the bone marrow,Heart,hydatidiform mole,0,C,english,A) Symmetrical to the bone marrow B) Heart C) hydatidiform mole D) 0
pathvqa_011843,pathvqa,train,pathvqa_011843.jpg,what is hydatidiform mole characterised by?,hydropic and avascular enlarged villi,What,hematologic,hydropic and avascular enlarged villi,yes,Liver,B,english,A) hematologic B) hydropic and avascular enlarged villi C) yes D) Liver
pathvqa_011844,pathvqa,train,pathvqa_011844.jpg,is hydatidiform mole characterised by hydropic and avascular enlarged villi with trophoblastic proliferation in the form of masses and sheets?,yes,Yes/No,no,cofactors,vasculature,yes,D,english,A) no B) cofactors C) vasculature D) yes
pathvqa_011847,pathvqa,train,pathvqa_011847.jpg,"what include formation of solid nests, cords, gland-like structures and intraductal growth pattern of anaplastic tumour cells?",microscopic features,What,"Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",pituitary,microscopic features,4,C,english,"A) Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor B) pituitary C) microscopic features D) 4"
pathvqa_011869,pathvqa,train,pathvqa_011869.jpg,how are two characteristic features-large tumour cells forming syncytial arrangement and stroma infiltrated richly?,with lymphocytes,How,no,with lymphocytes,excellent photo typical adenocarcinoma extending through muscularis to serosa,variable numbers of inflammatory cells,B,english,A) no B) with lymphocytes C) excellent photo typical adenocarcinoma extending through muscularis to serosa D) variable numbers of inflammatory cells
pathvqa_011899,pathvqa,train,pathvqa_011899.jpg,where is main structures identified in?,a section of the normal skin,Where,the nuclei,Chest,a section of the normal skin,no,C,english,A) the nuclei B) Chest C) a section of the normal skin D) no
pathvqa_011917,pathvqa,train,pathvqa_011917.jpg,does peripheral blood film showing marked neutrophilic leucocytosis show close-up view of molluscum bodies?,no,Yes/No,relative,central,no,1,C,english,A) relative B) central C) no D) 1
pathvqa_011922,pathvqa,train,pathvqa_011922.jpg,what is subepidermal with regeneration of the epidermis at the periphery?,bulla containing eosinophilis,What,with obvious tumor in enlarged,yes,thymus,bulla containing eosinophilis,D,english,A) with obvious tumor in enlarged B) yes C) thymus D) bulla containing eosinophilis
pathvqa_011924,pathvqa,train,pathvqa_011924.jpg,is a homer-wright pseudorosette seen in the upper right corner?,yes,Yes/No,Heart,large,yes,extremities,C,english,A) Heart B) large C) yes D) extremities
pathvqa_011932,pathvqa,train,pathvqa_011932.jpg,does disse show non-acantholytic subepidermal bulla containing microabscess of eosinophils?,no,Yes/No,Yes,no,Yes,hematologic,B,english,A) Yes B) no C) Yes D) hematologic
pathvqa_011951,pathvqa,train,pathvqa_011951.jpg,are the papillae elongated and oedematous with suprapapillary thinning of epidermis?,yes,Yes/No,yes,Black,ovary,fracture,A,english,A) yes B) Black C) ovary D) fracture
pathvqa_011955,pathvqa,train,pathvqa_011955.jpg,is the anorectal margin marked parakeratosis with diagnostic munro microabscesses in the parakeratotic layer?,no,Yes/No,gastrointestinal,no,Head,yes,B,english,A) gastrointestinal B) no C) Head D) yes
pathvqa_011984,pathvqa,train,pathvqa_011984.jpg,is there inflammatory reaction in the dermis between the masses of tumour cells?,yes,Yes/No,endocrine,yes,0,Yes,B,english,A) endocrine B) yes C) 0 D) Yes
pathvqa_011987,pathvqa,train,pathvqa_011987.jpg,is the dermis invaded by irregular masses of basaloid cells with characteristic peripheral palisaded appearance?,yes,Yes/No,No,urinary,pancreas,yes,D,english,A) No B) urinary C) pancreas D) yes
pathvqa_012036,pathvqa,train,pathvqa_012036.jpg,do both positive and negative feedback controls exist for each endocrine gland having a regulating hormone?,yes,Yes/No,due to nephrolithiasis,unknown,yes,Pneumonia,C,english,A) due to nephrolithiasis B) unknown C) yes D) Pneumonia
pathvqa_012061,pathvqa,train,pathvqa_012061.jpg,how are the tumour cells?,large,How,2,Center,2,large,D,english,A) 2 B) Center C) 2 D) large
pathvqa_012065,pathvqa,train,pathvqa_012065.jpg,"does neuroblastoma show small, round to oval cells forming irregular sheets separated by fibrovascular stroma?",yes,Yes/No,no,2,prostate,yes,D,english,A) no B) 2 C) prostate D) yes
pathvqa_012134,pathvqa,train,pathvqa_012134.jpg,what does microscopy show?,organoid pattern of oval tumour cells and abundant amyloid stroma,What,organoid pattern of oval tumour cells and abundant amyloid stroma,oral,Symmetrical to the bottom spine,yes,A,english,A) organoid pattern of oval tumour cells and abundant amyloid stroma B) oral C) Symmetrical to the bottom spine D) yes
pathvqa_012159,pathvqa,train,pathvqa_012159.jpg,why is the end of the long bone expanded?,due to a cyst,Other,gastrointestinal,due to a cyst,yes,Left,B,english,A) gastrointestinal B) due to a cyst C) yes D) Left
pathvqa_012163,pathvqa,train,pathvqa_012163.jpg,is the inner wall of the cyst tan and haemorrhagic?,yes,Yes/No,with some red persisting,yes,tumour,Lung,B,english,A) with some red persisting B) yes C) tumour D) Lung
pathvqa_012183,pathvqa,train,pathvqa_012183.jpg,what include invasion of the tumour into adjacent soft tissues and cytologic characteristics of malignancy in the tumour cells?,histologic features,What,histologic features,CT,no,Lung,A,english,A) histologic features B) CT C) no D) Lung
pathvqa_012184,pathvqa,train,pathvqa_012184.jpg,what do histologic features include?,invasion of the tumour into adjacent soft tissues and cytologic characteristics of malignancy in the tumour cells,What,2,invasion of the tumour into adjacent soft tissues and cytologic characteristics of malignancy in the tumour cells,skin,yes,B,english,A) 2 B) invasion of the tumour into adjacent soft tissues and cytologic characteristics of malignancy in the tumour cells C) skin D) yes
pathvqa_012205,pathvqa,train,pathvqa_012205.jpg,"what is gouty tophus, showing central aggregates of urate crystals surrounded by?",inflammatory cells,What,inflammatory cells,no,Yes,Right,A,english,A) inflammatory cells B) no C) Yes D) Right
pathvqa_012220,pathvqa,train,pathvqa_012220.jpg,what does the cyst wall show?,myxoid degeneration,What,yes,myxoid degeneration,no,extremities,B,english,A) yes B) myxoid degeneration C) no D) extremities
pathvqa_012238,pathvqa,train,pathvqa_012238.jpg,what does the tumour show?,characteristic,What,Hypodense,characteristic,"Participate in hearing, speech and memory",no,B,english,"A) Hypodense B) characteristic C) Participate in hearing, speech and memory D) no"
pathvqa_012256,pathvqa,train,pathvqa_012256.jpg,"are the fibrous trabeculae lined by small, dark, undifferentiated tumour cells, with some cells floating in the alveolar spaces?",yes,Yes/No,pleomorphic see other slides case,basal body dr garcia tumors 66,yes,anaplastic adenocarcinoma from stomach,C,english,A) pleomorphic see other slides case B) basal body dr garcia tumors 66 C) yes D) anaplastic adenocarcinoma from stomach
pathvqa_012264,pathvqa,train,pathvqa_012264.jpg,did spindle cell areas form fibrosarcoma-like growth pattern?,yes,Other,X-Ray,Lung,yes,hydatidiform mole,C,english,A) X-Ray B) Lung C) yes D) hydatidiform mole
pathvqa_012273,pathvqa,train,pathvqa_012273.jpg,is the periphery shrinkage of scarred area with ipsilateral ventricular dilatation?,no,Yes/No,yes,heart,right lung,no,D,english,A) yes B) heart C) right lung D) no
pathvqa_012315,pathvqa,train,pathvqa_012315.jpg,what does this image show?,fixed tissue,What,no,primary biliary cirrhosis,fixed tissue,Yes,C,english,A) no B) primary biliary cirrhosis C) fixed tissue D) Yes
pathvqa_012317,pathvqa,train,pathvqa_012317.jpg,does abdomen show fixed tissue?,no,Yes/No,yes,lung,with central necrosis,no,D,english,A) yes B) lung C) with central necrosis D) no
pathvqa_012320,pathvqa,train,pathvqa_012320.jpg,where is this area in the body?,abdomen,Where,abdomen,pituitary,A Little,due to acetaminophen toxicity,A,english,A) abdomen B) pituitary C) A Little D) due to acetaminophen toxicity
pathvqa_012324,pathvqa,train,pathvqa_012324.jpg,what is produced by radiation therapy of the neck region?,vascular changes and fibrosis of salivary glands,What,CT,vascular changes and fibrosis of salivary glands,yes,2,B,english,A) CT B) vascular changes and fibrosis of salivary glands C) yes D) 2
pathvqa_012335,pathvqa,train,pathvqa_012335.jpg,what is vascular changes and fibrosis of salivary glands produced by?,radiation therapy of the neck region,What,radiation therapy of the neck region,Brain,Yes,loss of normal nuclear immunoreactivity,A,english,A) radiation therapy of the neck region B) Brain C) Yes D) loss of normal nuclear immunoreactivity
pathvqa_012344,pathvqa,train,pathvqa_012344.jpg,where is this area in the body?,abdomen,Where,abdomen,nervous,nervous,yes,A,english,A) abdomen B) nervous C) nervous D) yes
pathvqa_012358,pathvqa,train,pathvqa_012358.jpg,is abdomen present?,yes,Yes/No,Head,yes,gastrointestinal,urinary,B,english,A) Head B) yes C) gastrointestinal D) urinary
pathvqa_012371,pathvqa,train,pathvqa_012371.jpg,is abdomen present?,yes,Yes/No,female reproductive system,yes,invasion of the tumour into adjacent soft tissues and cytologic characteristics of malignancy in the tumour cells,Heart,B,english,A) female reproductive system B) yes C) invasion of the tumour into adjacent soft tissues and cytologic characteristics of malignancy in the tumour cells D) Heart
pathvqa_012401,pathvqa,train,pathvqa_012401.jpg,how is vascular changes and fibrosis of salivary glands produced?,by radiation therapy of the neck region,How,Liver,Both,by radiation therapy of the neck region,no,C,english,A) Liver B) Both C) by radiation therapy of the neck region D) no
pathvqa_012415,pathvqa,train,pathvqa_012415.jpg,why does this image show intestines covered by fibrinopurulent membrane?,due to ruptured peptic ulcer,Object/Condition presence,oral,yes,due to ruptured peptic ulcer,Kidney,C,english,A) oral B) yes C) due to ruptured peptic ulcer D) Kidney
pathvqa_012428,pathvqa,train,pathvqa_012428.jpg,where is this area in the body?,abdomen,Where,"Live healthy, enhance physical fitness",Yes,"Medical treatment, supportive treatment, surgical treatment",abdomen,D,english,"A) Live healthy, enhance physical fitness B) Yes C) Medical treatment, supportive treatment, surgical treatment D) abdomen"
pathvqa_012457,pathvqa,train,pathvqa_012457.jpg,how is vascular changes and fibrosis of salivary glands produced?,by radiation therapy of the neck region,How,skin,by radiation therapy of the neck region,urinary,2,B,english,A) skin B) by radiation therapy of the neck region C) urinary D) 2
pathvqa_012459,pathvqa,train,pathvqa_012459.jpg,does this image show opened abdominal cavity with extensive tumor implants on omentum and bowel?,yes,Yes/No,0,vasculature,yes,Yes,C,english,A) 0 B) vasculature C) yes D) Yes
pathvqa_012476,pathvqa,train,pathvqa_012476.jpg,where is this area in the body?,abdomen,Where,No,abdomen,chromophobe adenoma,skin,B,english,A) No B) abdomen C) chromophobe adenoma D) skin
pathvqa_012496,pathvqa,train,pathvqa_012496.jpg,how is this cold abscess material?,typical,How,yes,Right,urinary,typical,D,english,A) yes B) Right C) urinary D) typical
pathvqa_012506,pathvqa,train,pathvqa_012506.jpg,is typical tuberculous exudate present on capsule of liver and spleen?,yes,Yes/No,yes,of a nodule of hyaline cartilage,blastic,4,A,english,A) yes B) of a nodule of hyaline cartilage C) blastic D) 4
pathvqa_012509,pathvqa,train,pathvqa_012509.jpg,what is present?,peritoneum,What,yes,gastrointestinal,peritoneum,"Medical treatment, supportive treatment, surgical treatment",C,english,"A) yes B) gastrointestinal C) peritoneum D) Medical treatment, supportive treatment, surgical treatment"
pathvqa_012517,pathvqa,train,pathvqa_012517.jpg,what is granulomata slide typical cold abscess exudate on the liver surface?,a close-up view of,What,hematologic,a close-up view of,yes,left kidney,B,english,A) hematologic B) a close-up view of C) yes D) left kidney
pathvqa_012520,pathvqa,train,pathvqa_012520.jpg,what shows typical fish flesh and yellow sarcoma?,surface,What,surface,no,"Live healthy, enhance physical fitness",Head,A,english,"A) surface B) no C) Live healthy, enhance physical fitness D) Head"
pathvqa_012545,pathvqa,train,pathvqa_012545.jpg,"were all three transverse sections of myocardium stained with triphenyltetra-zolium chloride, an enzyme substrate that colors viable myocardium magenta?",yes,Modality,due to nephrolithiasis,yes,due to diabetes mellitus pas,endocrine,B,english,A) due to nephrolithiasis B) yes C) due to diabetes mellitus pas D) endocrine
pathvqa_012577,pathvqa,train,pathvqa_012577.jpg,how is nodular mass with kidney seen on one side photo of use without showing cut surface?,little,How,due to immobilization cast,little,endocrine system,Kidney,B,english,A) due to immobilization cast B) little C) endocrine system D) Kidney
pathvqa_012579,pathvqa,train,pathvqa_012579.jpg,how did note bowing of legs as a consequence of the formation of poorly mineralize bone in a child?,with rickets,How,Head,with no evidence of osteoblastic activity 15l893,with rickets,lung,C,english,A) Head B) with no evidence of osteoblastic activity 15l893 C) with rickets D) lung
pathvqa_012590,pathvqa,train,pathvqa_012590.jpg,is bowing of legs a consequence of the formation of poorly mineralized bone in a child with rickets?,yes,Yes/No,yes,no,spinal fluid,Chest,A,english,A) yes B) no C) spinal fluid D) Chest
